UI-01|ui|Home hero and tagline|As a public visitor, I want to see the label's identity and mission, so that I understand what PlayReggaeMusic.ai is.|Hero section displays heading and tagline, always rendered regardless of catalog state.|src/pages/Home.tsx:39-45
UI-02|ui|Home featured release|As a public visitor, I want to see a promoted release, so that I can discover new music.|Fetches first release via listReleases(); displays link to release page if available, else section hidden; shows title and catalog number.|src/pages/Home.tsx:21-55
UI-03|ui|Home artist spotlight|As a public visitor, I want to see a featured artist, so that I can discover creators.|Fetches first artist via listArtists(); displays link to artist page with bio if available, else section hidden.|src/pages/Home.tsx:21-63
UI-04|ui|AI-generated badge|As a public visitor, I want to know releases are AI-created, so that I understand the provenance.|AiBadge renders AI-generated music text with accessible label; shown on home hero and all release pages.|src/components/AiBadge.tsx:5-11
UI-05|ui|Artists catalog list|As a public visitor, I want to browse all label artists, so that I can discover performers.|Fetches artists via listArtists(); renders card grid with name and bio; error/loading/empty states.|src/pages/Artists.tsx:8-40; src/lib/catalog.ts:77-81
UI-06|ui|Artist page header|As a public visitor, I want to see artist details and photo, so that I can learn about them.|Fetches artist via getArtist(artistId); displays name, optional photo from /preview path, bio; error/loading states; 404 if not found.|src/pages/ArtistPage.tsx:30-68
UI-07|ui|Artist external links|As a public visitor, I want to follow artists on Spotify/Apple Music/YouTube/Instagram, so that I can connect with them.|Renders filtered link list with human labels; links open in new tab.|src/pages/ArtistPage.tsx:71-82
UI-08|ui|Artist releases section|As a public visitor, I want to see all releases by an artist, so that I can browse their discography.|Fetches via listReleasesByArtist(artistId); renders card grid or empty state; links to release detail pages.|src/pages/ArtistPage.tsx:85-100
UI-09|ui|Release page header|As a public visitor, I want to see release metadata, so that I understand the recording.|Displays catalog number, title, and AI-generated badge; fetches via getRelease(releaseId).|src/pages/ReleasePage.tsx:40-100
UI-10|ui|Release tracklist with audio preview|As a public visitor, I want to preview tracks before buying, so that I can judge the music.|Fetches via listTracksByRelease(releaseId); renders ordered list with title/duration/HTML audio element; preview URL via previewUrl() from /preview bucket; loading/error states.|src/pages/ReleasePage.tsx:102-120
UI-11|ui|Release buy button and pricing|As a public visitor, I want to purchase a release, so that I can own the music.|Button calls onBuy(productId) -> createCheckout(); shows loading Starting checkout; if fixtures enabled shows inline confirmation without redirect; in prod redirects to Polar URL; displays formatted USD price.|src/pages/ReleasePage.tsx:122-144
UI-12|ui|Release checkout error handling|As a public visitor, I want to understand purchase failures, so that I can retry.|Displays error alert if createCheckout() fails with message Could not start checkout. Please try again.|src/pages/ReleasePage.tsx:83-87
UI-13|ui|License and AI disclosure note|As a public visitor, I want to understand usage terms, so that I know what I can do with purchased music.|Renders two-line note: AI_GENERATED_DISCLOSURE + PERSONAL_LICENSE_PLACEHOLDER (owner to supply binding wording); appears on release buy section.|src/components/LicenseNote.tsx; src/lib/license.ts:6-13
UI-14|ui|Primary navigation|As a public visitor, I want to navigate the site, so that I can reach different sections.|Nav renders links to /, /artists, /releases (stub), /shop (stub), /admin; home link uses LabelMark icon.|src/components/Nav.tsx:10-19
UI-15|ui|Admin console access gate|As a non-admin, I want to be denied access, so that only the owner can administer.|Admin.tsx checks watchAdminSession; displays Admin sign-in required if session null/undefined or isAdmin false.|src/pages/Admin.tsx:207-214
UI-16|ui|Admin console authenticated view|As the owner, I want to manage the catalog, so that I can create and update artists/releases/products.|Displays when session.isAdmin true; shows signed-in email/uid and navigation to approvals/distribution/royalties pages.|src/pages/Admin.tsx:221-233
UI-17|ui|Admin create artist form|As the owner, I want to create new artists, so that I can add performers to the label.|Form fields ID/Name/Bio; calls createArtist(); displays Saved artist {id}; triggers refresh().|src/pages/Admin.tsx:23-58
UI-18|ui|Admin create release form|As the owner, I want to create releases, so that I can catalog new music.|Form fields ID/ArtistID/Title/CatalogNumber/Type/ReleaseDate; calls createRelease(); displays success; triggers refresh().|src/pages/Admin.tsx:60-127
UI-19|ui|Admin create product form|As the owner, I want to create sale products, so that I can monetize releases.|Form fields ID/Title/PriceCents(default 700)/ReleaseID(optional); calls createProduct(); displays success; triggers refresh().|src/pages/Admin.tsx:129-179
UI-20|ui|Admin current catalog lists|As the owner, I want to see all catalog items, so that I can verify what exists.|Displays three lists after refresh(): artists (name), releases (title + catalog number), products (title + formatted price).|src/pages/Admin.tsx:243-262
UI-21|ui|Admin revenue summary|As the owner, I want to see paid revenue, so that I understand label finances.|Displays total paid revenue across orders with status=paid; sums order amounts; shows order count.|src/pages/Admin.tsx:264-290
UI-22|ui|Admin orders table|As the owner, I want to review each order, so that I can audit sales.|Table lists orders with columns Order ID/ProductID/Amount/Status; data from listOrders() callable.|src/pages/Admin.tsx:269-290
UI-23|ui|Admin approvals access gate|As a non-admin, I want to be denied access, so that only owner can approve consequential actions.|AdminApprovals.tsx checks watchAdminSession; displays Admin sign-in required if not authed.|src/pages/AdminApprovals.tsx:44-51
UI-24|ui|Admin pending approvals list|As the owner, I want to review blocked agent actions, so that I can decide whether to proceed.|Lists pending approvals via listPendingApprovals(); shows tool name + argsSummary; empty shows No actions are pending approval.|src/pages/AdminApprovals.tsx:62-81
UI-25|ui|Admin approve action button|As the owner, I want to approve a pending action, so that the agent can proceed.|Button per approval calls approve(approvalId); shows Approving; disabled while busy; refreshes list after.|src/pages/AdminApprovals.tsx:70-77
UI-26|ui|Admin distribution access gate|As a non-admin, I want to be denied access, so that only owner can view distribution status.|AdminDistribution.tsx checks watchAdminSession; displays Admin sign-in required if not authed.|src/pages/AdminDistribution.tsx:27-35
UI-27|ui|Admin distribution status table|As the owner, I want to see release DSP delivery progress, so that I know what's distributed.|Table lists distributions via listDistributions(); columns Release title/Status/ScheduledAt/DeliveredAt; empty state if none.|src/pages/AdminDistribution.tsx:37-70
UI-28|ui|Admin royalties access gate|As a non-admin, I want to be denied access, so that only owner can view royalty data.|AdminRoyalties.tsx checks watchAdminSession; displays Admin sign-in required if not authed.|src/pages/AdminRoyalties.tsx:21-39
UI-29|ui|Admin royalty statements table|As the owner, I want to review per-artist earnings, so that I can manage royalties.|Table lists statements via listRoyaltyStatements(); columns ArtistName/Period/Gross/Deductions/RecoupmentApplied/Net; Net = Gross - Deductions - Recoupment.|src/pages/AdminRoyalties.tsx:41-79
UI-30|ui|Agent console access gate|As a non-admin, I want to be denied access, so that only owner can trigger agent runs.|AgentConsole.tsx checks watchAdminSession; displays Admin sign-in required if not authed.|src/pages/AgentConsole.tsx:40-48
UI-31|ui|Agent console instruction input|As the owner, I want to specify a task for the autonomous agent, so that I can direct its work.|Textarea prefilled with DEFAULT_PROMPT; allows freeform instruction entry.|src/pages/AgentConsole.tsx:59-66
UI-32|ui|Agent console trigger button|As the owner, I want to run the agent, so that it can execute label tasks autonomously.|Button calls trigger(prompt) -> runAgent(prompt); shows Running; disabled while running.|src/pages/AgentConsole.tsx:68-70
UI-33|ui|Agent console transcript display|As the owner, I want to read the agent's work, so that I can audit its reasoning and actions.|Ordered list displays transcript entries with role and content; fixtures mode shows CANNED_TRANSCRIPT; prod calls runAgent() for live output.|src/pages/AgentConsole.tsx:75-87
UI-34|ui|Fixtures mode offline activation|As a QA engineer running E2E, I want the app to work fully offline, so that I can test without Firestore/Functions/Polar.|When VITE_USE_FIXTURES=1: catalog reads return FIXTURE data; checkout returns local URL; auth returns FIXTURE_ADMIN stub; admin calls mutate in-memory stores; agent returns CANNED_TRANSCRIPT.|src/lib/catalog.ts:77-127; src/lib/admin.ts:97-207; src/lib/auth.ts:43-92; src/lib/checkout.ts:22-33; src/lib/fixtures.ts:14-186
UI-35|ui|Data loading state|As a public visitor, I want to see progress, so that I know the app is responsive.|Pages show Loading {entity} while state null and no error; cleared when data arrives or error occurs.|src/pages/Home.tsx; src/pages/Artists.tsx:26; src/pages/ArtistPage.tsx:49; src/pages/ReleasePage.tsx:90
UI-36|ui|Data error state|As a public visitor, I want to understand failures, so that I know why content is missing.|Pages show role=alert paragraph with error message if fetch fails; persists until refresh.|src/pages/Artists.tsx:25; src/pages/ArtistPage.tsx:48; src/pages/ReleasePage.tsx:89
